Movie	Released on	URL	Word	Count
Piya Milan Ki Aas (1961)	1961	https://www.lyricsbogie.com/movies/piya-milan-ki-aas-1961/chandi-ka-gol-gol-chanda.html	gori	2
Insaan Jaag Utha (1959)	1959	https://www.lyricsbogie.com/movies/insaan-jaag-utha-1959/jaanun-jaanun-re.html	gori	2
Sharafat Chhod Di Maine (1976)	1976	https://www.lyricsbogie.com/movies/sharafat-chhod-di-maine-1976/ek-mutthi-mein-dil.html	gori	1
Mera Saaya (1966)	1966	https://www.lyricsbogie.com/movies/mera-saaya-1966/naino-wali-ne.html	gore	1
Goonj Uthi Shehnai (1959)	1959	https://www.lyricsbogie.com/movies/goonj-uthi-shehnai-1959/haule-haule-ghunghat-pat-khole.html	gori	2
Maryada (1971)	1971	https://www.lyricsbogie.com/movies/maryada-1971/chupke-se-dil-de-de.html	gori	1
Pasand Apni Apni (1983)	1983	https://www.lyricsbogie.com/movies/pasand-apni-apni-1983/gayi-kahe-ko.html	gori	1
Latt Saheb (1967)	1967	https://www.lyricsbogie.com/movies/latt-saheb-1967/dil-le-gayi.html	gore	2
Durgesh Nandini (1956)	1956	https://www.lyricsbogie.com/movies/durgesh-nandini-1956/chandan-ki-naiya.html	gori	7
Qaidi No. 911 (1959)	1959	https://www.lyricsbogie.com/movies/qaidi-no-911-1959/pyar-bhari-ye-ghatayen.html	goraa	4
Aadha Din Aadhee Raat (1977)	1977	https://www.lyricsbogie.com/movies/aadha-din-aadhee-raat-1977/main-london-chhod-ke.html	gori	2
Bhakta Pundalik (1949)	1949	https://www.lyricsbogie.com/movies/bhakta-pundalik-1949/aankho-ne-kaha-dil-ne-suna.html	gori	3
Ek Din Bahu Ka (1983)	1983	https://www.lyricsbogie.com/movies/ek-din-bahu-ka-1983/adi-tappa-adi-tappa.html	gori	6
Payal Ki Jhankaar (1980)	1980	https://www.lyricsbogie.com/movies/payal-ki-jhankaar-1980/jhirmir-jhirmir-sawan-aayo.html	gori	2
Payal Ki Jhankaar (1980)	1980	https://www.lyricsbogie.com/movies/payal-ki-jhankaar-1980/jhirmir-jhirmir-sawan-aayo.html	gore	1
Tevar (2015)	2015	https://www.lyricsbogie.com/movies/tevar-2015/radha-nachegi-2.html	gori	1
Chhuppa Chhuppi (1981)	1981	https://www.lyricsbogie.com/movies/chhuppa-chhuppi-1981/bol-beta-bol-paisa-gol.html	gora	2
Dharma Karma (1997)	1997	https://www.lyricsbogie.com/movies/dharma-karma-1997/teri-adayen-tauba.html	gori	3
Sham Ghansham (1998)	1998	https://www.lyricsbogie.com/movies/sham-ghansham-1998/mitwa-re-mitra-re.html	goriya	1
Veeru Ustad (1977)	1977	https://www.lyricsbogie.com/movies/veeru-ustad-1977/aisi-sham-na-kabhi-aayi-hai-2.html	gori	1
Khoon Ka Badla Khoon (1978)	1978	https://www.lyricsbogie.com/movies/khoon-ka-badla-khoon-1978/tumko-deewana.html	gora	1
Meri Biwi Ki Shaadi (1979)	1979	https://www.lyricsbogie.com/movies/meri-biwi-ki-shaadi-1979/ram-dulari-mayke-gayi.html	gori	1
Main Aur Mera Bhai (1961)	1961	https://www.lyricsbogie.com/movies/main-aur-mera-bhai-1961/gori-zulm-kare.html	gori	18
Tere Mere Beech Mein (1984)	1984	https://www.lyricsbogie.com/movies/tere-mere-beech-mein-1984/kisi-ne-koyal.html	gori	2
Ghoonghat (1996)	1996	https://www.lyricsbogie.com/movies/ghoonghat-1996/gore-gore-paon-mein.html	gore	12
Ghoonghat (1996)	1996	https://www.lyricsbogie.com/movies/ghoonghat-1996/gore-gore-paon-mein.html	goriya	6
Jeevan Daata (1991)	1991	https://www.lyricsbogie.com/movies/jeevan-daata-1991/aahista-aahista-pyaar.html	gori	3
Kal Ho Naa Ho (2003)	2003	https://www.lyricsbogie.com/movies/kal-ho-naa-ho-2003/maahi-ve.html	gora	2
Humshakal (1974)	1974	https://www.lyricsbogie.com/movies/humshakal-1974/kahe-ko-bulaya-mujhe-balma.html	gori	1
Madhumati (1958)	1958	https://www.lyricsbogie.com/movies/madhumati-1958/jungle-mor-nacha-kisi-ne-na-dekha.html	gori	2
Naya Zamana (1971)	1971	https://www.lyricsbogie.com/movies/naya-zamana-1971/wah-re-naujawan-aaj-kal-ke.html	gora	2
Mr. Romeo (1974)	1974	https://www.lyricsbogie.com/movies/mr-romeo-1974/yaha-nahi-kahungi.html	gori	2
Badla (1974)	1974	https://www.lyricsbogie.com/movies/badla-1974/jane-walo-idhar-dekho.html	gora	1
Kashmir Ki Kali (1964)	1964	https://www.lyricsbogie.com/movies/kashmir-ki-kali-1964/yahi-jazbat-rahen-din-raat.html	gori	1
Ladki Bholi Bhali (1976)	1976	https://www.lyricsbogie.com/movies/ladki-bholi-bhali-1976/roshni-bujha.html	gore	1
Ek Main Aur Ekk Tu (2012)	2012	https://www.lyricsbogie.com/movies/ek-main-aur-ekk-tu-2012/aunty-ji.html	gore	2
Khamosh... Khauff Ki Raat (2005)	2005	https://www.lyricsbogie.com/movies/khamosh-khauff-ki-raat-2005/mujhe-pyar-sabse.html	gora	7
Qaidi (2002)	2002	https://www.lyricsbogie.com/movies/qaidi-2002/teri-bali-umar-pe-mar-jawan.html	gori	1
Qaidi (2002)	2002	https://www.lyricsbogie.com/movies/qaidi-2002/teri-bali-umar-pe-mar-jawan.html	gore	2
Itihaas (1997)	1997	https://www.lyricsbogie.com/movies/itihaas-1997/acho-machko.html	gora	8
Itihaas (1997)	1997	https://www.lyricsbogie.com/movies/itihaas-1997/acho-machko.html	gori	1
Thanedaar (1990)	1990	https://www.lyricsbogie.com/movies/thanedaar-1990/zulmi-saiya-thanedaar.html	gora	4
Devi (1970)	1970	https://www.lyricsbogie.com/movies/devi-1970/kya-jhootha-lagta-hai.html	gora	3
Sunehre Din (1949)	1949	https://www.lyricsbogie.com/movies/sunehre-din-1949/jiya-ka-diya.html	gori	6
Waqt: The Race Against Time (2005)	2005	https://www.lyricsbogie.com/movies/waqt-the-race-against-time-2005/do-me-a-favor.html	gori	1
Waqt: The Race Against Time (2005)	2005	https://www.lyricsbogie.com/movies/waqt-the-race-against-time-2005/do-me-a-favor.html	gore	1
Gopi (1973)	1973	https://www.lyricsbogie.com/movies/gopi-1973/ek-padosan-pichhe-pad-gayi.html	gori	5
Khushboo (1954)	1954	https://www.lyricsbogie.com/movies/khushboo-1954/aurat-ki-zindgani.html	gore	1
Mr. Cartoon M.A. (1959)	1959	https://www.lyricsbogie.com/movies/mr-cartoon-m-a-1959/dil-tera-deewana-2.html	gora	1
Mr. Cartoon M.A. (1959)	1959	https://www.lyricsbogie.com/movies/mr-cartoon-m-a-1959/dil-tera-deewana-2.html	gori	2
Daal Mein Kuch Kaala Hai (2012)	2012	https://www.lyricsbogie.com/movies/daal-mein-kuch-kaala-hai-2012/apun-ki-life-mein-bhi.html	gore	2
Deewana Main Deewana (2013)	2013	https://www.lyricsbogie.com/movies/deewana-main-deewana-2013/panwa-pe-chuna-lagayenge.html	gori	8
Deewana Main Deewana (2013)	2013	https://www.lyricsbogie.com/movies/deewana-main-deewana-2013/panwa-pe-chuna-lagayenge.html	goriya	1
Aa Ab Laut Chalen (1999)	1999	https://www.lyricsbogie.com/movies/aa-ab-laut-chalen-1999/yehi-hai-pyar.html	gori	2
I (2015)	2015	https://www.lyricsbogie.com/movies/i-2015/lady-o.html	gori	5
Do Qaidi (1989)	1989	https://www.lyricsbogie.com/movies/do-qaidi-1989/allah-allah-yeh-kaisa-gazab.html	gori	2
Sati Naari (1965)	1965	https://www.lyricsbogie.com/movies/sati-naari-1965/jaiyyo-na-jamna-pe-akeli.html	gori	3
Jagir (1959)	1959	https://www.lyricsbogie.com/movies/jagir-1959/tumse-nazar-mili.html	gori	2
Reporter Raju (1962)	1962	https://www.lyricsbogie.com/movies/reporter-raju-1962/nazar-mili-hai-ek-katil-se.html	gora	2
Chal Mere Bhai (2000)	2000	https://www.lyricsbogie.com/movies/chal-mere-bhai-2000/mehndi-rang-layee.html	goriye	4
Aaj Ka Ravan (2000)	2000	https://www.lyricsbogie.com/movies/aaj-ka-ravan-2000/ladki-tu-kamal-hai.html	gori	2
Aaj Ka Ravan (2000)	2000	https://www.lyricsbogie.com/movies/aaj-ka-ravan-2000/ladki-tu-kamal-hai.html	goriya	8
Basant Bahar (1956)	1956	https://www.lyricsbogie.com/movies/basant-bahar-1956/nain-mile-chain-kahan.html	gori	2
Meera Ke Girdhar (1992)	1992	https://www.lyricsbogie.com/movies/meera-ke-girdhar-1992/babul-ka-ghar-chhod-ke-gori.html	gori	3
Arjun Devaa (2001)	2001	https://www.lyricsbogie.com/movies/arjun-devaa-2001/oi-oi-oiya.html	gore	1
Jadoo (1951)	1951	https://www.lyricsbogie.com/movies/jadoo-1951/roop-ki-dushman.html	gori	1
Jadoo (1951)	1951	https://www.lyricsbogie.com/movies/jadoo-1951/roop-ki-dushman.html	gore	1
Nirnayak (1997)	1997	https://www.lyricsbogie.com/movies/nirnayak-1997/chiki-chiki.html	gori	4
Bombay By Night (1979)	1979	https://www.lyricsbogie.com/movies/bombay-by-night-1979/husn-e-bahara-tauba.html	gore	2
Around The World (1967)	1967	https://www.lyricsbogie.com/movies/around-the-world-1967/ye-mung-aur-masoor.html	gora	2
Kala Bazaar (1989)	1989	https://www.lyricsbogie.com/movies/kala-bazaar-1989/paisa-bolta-hai.html	gora	1
Pratiggya (1975)	1975	https://www.lyricsbogie.com/movies/pratiggya-1975/morni-re-morni.html	gora	1
Hathkadi (1995)	1995	https://www.lyricsbogie.com/movies/hathkadi-1995-movies/yeh-raat-badi-anmol.html	gori	1
Ganwaar (1970)	1970	https://www.lyricsbogie.com/movies/ganwaar-1970/humase-achchhi-teri-paayal.html	gori	3
Fifty Fifty (1956)	1956	https://www.lyricsbogie.com/movies/fifty-fifty-1956/mere-jaisa-nahin-milega.html	gori	3
Chalo Ishq Ladaaye (2002)	2002	https://www.lyricsbogie.com/movies/chalo-ishq-ladaaye-2002/masti-masti.html	gore	1
Lagaan: Once Upon A Time In India (2001)	2001	https://www.lyricsbogie.com/movies/lagaan-once-upon-a-time-in-india-2001/radha-kaise-na-jale.html	gori	2
Baap Bete (1959)	1959	https://www.lyricsbogie.com/movies/baap-bete-1959/unchi-nichi-rahe-ye.html	gori	2
Dostana (2008)	2008	https://www.lyricsbogie.com/movies/dostana-2008/maa-da-ladla.html	gora	1
Anokhi Raat (1968)	1968	https://www.lyricsbogie.com/movies/anokhi-raat-1968/dulhan-se-tumhara-milan.html	gore	1
Rajput (1982)	1982	https://www.lyricsbogie.com/movies/rajput-1982/sabne-desh-ka-naam-liya.html	gori	1
Hanuman Janma (1954)	1954	https://www.lyricsbogie.com/movies/hanuman-janma-1954/gori-peehar-chhod.html	gori	3
Bhagam Bhag (1956)	1956	https://www.lyricsbogie.com/movies/bhagam-bhag-1956/chale-ho-kahan.html	gori	4
Vicky Donor (2012)	2012	https://www.lyricsbogie.com/movies/vicky-donor-2012/rum-whisky.html	goriyan	2
Tangewala (1972)	1972	https://www.lyricsbogie.com/movies/tangewala-1972/aisa-phanda-mare-gori.html	gori	2
Ganga Ki Saugand (1978)	1978	https://www.lyricsbogie.com/movies/ganga-ki-saugand-1978/aankh-ladi-humse.html	gori	2
Ganga Ki Saugand (1978)	1978	https://www.lyricsbogie.com/movies/ganga-ki-saugand-1978/aankh-ladi-humse.html	goriya	2
Tumsa Nahin Dekha (1957)	1957	https://www.lyricsbogie.com/movies/tumsa-nahin-dekha-1957/sar-pe-topi-lal.html	gore	8
Mumbai Se Aaya Mera Dost (2003)	2003	https://www.lyricsbogie.com/movies/mumbai-se-aaya-mera-dost-2003/koi-bhigaa-hai-rang-se.html	gori	1
Aaghosh (1953)	1953	https://www.lyricsbogie.com/movies/aaghosh-1953/aag-chhidak-gayi.html	gore	5
Aaghosh (1953)	1953	https://www.lyricsbogie.com/movies/aaghosh-1953/aag-chhidak-gayi.html	goriya	1
Four Two Ka One (2013)	2013	https://www.lyricsbogie.com/movies/four-two-ka-one-2013/bhang-ke-nashe.html	gori	1
Muqabla (1993)	1993	https://www.lyricsbogie.com/movies/muqabla-1993/chal-chaliye-waha-pe.html	gori	2
Ma Beta (1962)	1962	https://www.lyricsbogie.com/movies/ma-beta-1962/chhan-chhan-payal-chanke.html	gori	2
Kamaal Dhamaal Malamaal (2012)	2012	https://www.lyricsbogie.com/movies/kamaal-dhamaal-malamaal-2012/zor-naache.html	gori	1
Itihaas (1987)	1987	https://www.lyricsbogie.com/movies/itihaas-1987/aao-tumhe-pyar.html	goriya	1
Sher-E-Hindustan (1998)	1998	https://www.lyricsbogie.com/movies/sher-e-hindustan-1998/chhuyi-muyi.html	gore	4
Zamane Se Kya Darna (1994)	1994	https://www.lyricsbogie.com/movies/zamane-se-kya-darna-1993/tanak-tun-tun-tanak.html	gori	2
Angarey (1954)	1954	https://www.lyricsbogie.com/movies/angarey-1954/ling-ring-simba-sangrila.html	gori	3
Hulchul (2004)	2004	https://www.lyricsbogie.com/movies/hulchul-2004/dekho-zara-dekho.html	gora	2
Billa No. 786 (2000)	2000	https://www.lyricsbogie.com/movies/billa-no-786-2000/gorki-patar-ki.html	gori	2
Guru Suleman Chela Pahalwan (1980)	1980	https://www.lyricsbogie.com/movies/guru-suleman-chela-pahalwan-1980/meri-kali-lat-jab-latke-to.html	gora	2
Hanuman Vijay (1974)	1974	https://www.lyricsbogie.com/movies/hanuman-vijay-1974/chanda-ki-sundarta.html	gori	2
Asambhav (2004)	2004	https://www.lyricsbogie.com/movies/asambhav-2004/teri-dekh-dekh-ladkaiyan.html	goriya	2
Falak: The Sky (1988)	1988	https://www.lyricsbogie.com/movies/falak-the-sky-1988/pyar-kiya-tab.html	gori	1
Kaalia (1997)	1997	https://www.lyricsbogie.com/movies/kaalia-1997/bedardi-ke-sang-pyar-kiya.html	gori	3
Do Premee (1980)	1980	https://www.lyricsbogie.com/movies/do-premee-1980/mubarak-ho-2.html	gori	4
Commercial Pilot Officer (1963)	1963	https://www.lyricsbogie.com/movies/commercial-pilot-officer-1963/aaja-rasiya-more-mann-basiya.html	gori	1
Nishaan (1983)	1983	https://www.lyricsbogie.com/movies/nishaan-1983/beliya-ab-to-yeh-bahar.html	goriya	1
Aaja Sanam (1994)	1994	https://www.lyricsbogie.com/movies/aaja-sanam-1994/le-jaa-tu-chhalla-nishani.html	gori	2
Sarhad (1960)	1960	https://www.lyricsbogie.com/movies/sarhad-1960/gori-chali-kar-ke-singaar.html	gori	3
Maan Gaye Mughall-E-Azam (2008)	2008	https://www.lyricsbogie.com/movies/maan-gaye-mughall-e-azam-2008/marmari-bahein.html	gore	1
Bhai-Bhai (1970)	1970	https://www.lyricsbogie.com/movies/bhai-bhai-1970/gore-gore-gaal-pe.html	gore	2
Radha Ka Sangam (1992)	1992	https://www.lyricsbogie.com/movies/radha-ka-sangam-1992/o-radha-tere-bina.html	gora	2
Inspector (1956)	1956	https://www.lyricsbogie.com/movies/inspector-1956/bada-mushkil-hai.html	gori	10
Mard (1985)	1985	https://www.lyricsbogie.com/movies/mard-1985/sun-rubia-tumse-pyar-ho-gaya.html	gora	1
Mr. Cartoon M.A. (1959)	1959	https://www.lyricsbogie.com/movies/mr-cartoon-m-a-1959/mera-dil-ghabraye.html	gore	4
Apne Dam Par (1996)	1996	https://www.lyricsbogie.com/movies/apne-dam-par-1996/mujhe-is-tarah-se.html	gora	2
Money Hai Toh Honey Hai (2008)	2008	https://www.lyricsbogie.com/movies/money-hai-toh-honey-hai-2008/rangeeli-raat.html	gori	2
Pratigyabadh (1991)	1991	https://www.lyricsbogie.com/movies/pratigyabadh-1991/rama-ho-rama-2.html	gori	1
Roja (1992)	1992	https://www.lyricsbogie.com/movies/roja-1992/rukmani.html	gori	2
Mukti (1977)	1977	https://www.lyricsbogie.com/movies/mukti-1977/lalla-lalla-lori-doodh-ki-katori.html	gori	1
Paapi (1953)	1953	https://www.lyricsbogie.com/movies/paapi-1953/kalayi-me-kali-kali-chhudiya.html	gori	23
Joru Ka Ghulam (2000)	2000	https://www.lyricsbogie.com/movies/joru-ka-ghulam-2000/woh-aayee.html	gora	6
Pyar Ki Pyas (1961)	1961	https://www.lyricsbogie.com/movies/pyar-ki-pyas-1961/chanda-dhale.html	gori	1
Mehboob Mere Mehboob (1992)	1992	https://www.lyricsbogie.com/movies/mehboob-mere-mehboob-1992/patang-jaisa-dole-re.html	gora	1
Nache Nagin Baje Been (1960)	1960	https://www.lyricsbogie.com/movies/naache-nagin-baje-been-1960/main-hu-gori-nagan.html	gori	5
Nache Nagin Baje Been (1960)	1960	https://www.lyricsbogie.com/movies/naache-nagin-baje-been-1960/main-hu-gori-nagan.html	gore	1
Diya Aur Toofan (1995)	1995	https://www.lyricsbogie.com/movies/diya-aur-toofan-1995/nagri-nagri.html	gori	4
Shapath (1997)	1997	https://www.lyricsbogie.com/movies/shapath-1997/hai-bada-anadi-rabba.html	gora	14
Shapath (1997)	1997	https://www.lyricsbogie.com/movies/shapath-1997/hai-bada-anadi-rabba.html	gore	2
Jigar (1992)	1992	https://www.lyricsbogie.com/movies/jigar-1992/mere-dil-ko-qarar.html	gore	2
Sindoor (1947)	1947	https://www.lyricsbogie.com/movies/sindoor-1947/basant-ritu-aayi.html	gori	1
Qila (1998)	1998	https://www.lyricsbogie.com/movies/qila-1998/waah-bhai-waah.html	gori	2
Krishna (1996)	1996	https://www.lyricsbogie.com/movies/krishna-1996/masti-masti-4.html	gori	1
Nazrana (1987)	1986	https://www.lyricsbogie.com/movies/nazrana-1987/jhan-jhananan-jhan-nanana.html	gori	1
Sej Piya Ki (1985)	1985	https://www.lyricsbogie.com/movies/sej-piya-ki-1985/jiya-se-na-nikli-kasak-jiya-ki.html	gori	1
Naukri (1978)	1978	https://www.lyricsbogie.com/movies/naukri-1978/duniya-mein-jeene-ka.html	gori	1
Shankar Dada (1976)	1976	https://www.lyricsbogie.com/movies/shankar-dada-1976/haye-haye-mar-jaava.html	gora	2
Sati Savitri (1964)	1964	https://www.lyricsbogie.com/movies/sati-savitri-1964/itni-jaldi-kya-hai-gori.html	gori	8
Gang Of Ghosts (2014)	2014	https://www.lyricsbogie.com/movies/gang-of-ghosts-2014/naach-madhubala.html	gori	1
Daadagiri (1997)	1997	https://www.lyricsbogie.com/movies/daadagiri-1997/o-tera-kya-kehna.html	gore	6
Nishana (1950)	1950	https://www.lyricsbogie.com/movies/nishana-1950/katile-tore-naina.html	gora	2
Ganga Ka Vachan (1992)	1992	https://www.lyricsbogie.com/movies/ganga-ka-vachan-1992/satrangi-nashili-chudiyan.html	gori	4
Priyanka (1994)	1994	https://www.lyricsbogie.com/movies/priyanka-1994/koi-yahaan-bhanumati.html	gora	1
Zameer: The Awakening Of A Soul (1997)	1997	https://www.lyricsbogie.com/movies/zameer-the-awakening-of-a-soul-1997/goriya-tu.html	gori	4
Zameer: The Awakening Of A Soul (1997)	1997	https://www.lyricsbogie.com/movies/zameer-the-awakening-of-a-soul-1997/goriya-tu.html	goriya	4
Sholay (1975)	1975	https://www.lyricsbogie.com/movies/sholay-1975/koi-haseena-jab-rooth.html	goriye	1
Dr. Vidya (1962)	1962	https://www.lyricsbogie.com/movies/dr-vidya-1962/pawan-diwani-na-maane.html	gori	1
Ghar Ki Laaj (1960)	1960	https://www.lyricsbogie.com/movies/ghar-ki-laaj-1960/laal-batti-ka-nishan.html	gori	3
Yahaan (2005)	2005	https://www.lyricsbogie.com/movies/yahaan-2005/naam-adaa-likhna.html	gore	2
Gauna (1950)	1950	https://www.lyricsbogie.com/movies/gauna-1950/mere-dil-ko.html	gori	1
Qaidi (1984)	1984	https://www.lyricsbogie.com/movies/qaidi-1984/sanwali-se-ha-mujhe-pyar.html	goriyo	2
Qaidi (1984)	1984	https://www.lyricsbogie.com/movies/qaidi-1984/sanwali-se-ha-mujhe-pyar.html	gori	1
Qaidi (1984)	1984	https://www.lyricsbogie.com/movies/qaidi-1984/sanwali-se-ha-mujhe-pyar.html	sanwali	7
Qaidi (1984)	1984	https://www.lyricsbogie.com/movies/qaidi-1984/sanwali-se-ha-mujhe-pyar.html	goriya	5
Maya Machhindra (1960)	1960	https://www.lyricsbogie.com/movies/maya-machhindra-1960/jhun-jhun-paayal.html	gori	2
Sahhas (1981)	1981	https://www.lyricsbogie.com/movies/sahhas-1981/ghat-ghat-ka-pani.html	gore	1
Chori Chori (1956)	1956	https://www.lyricsbogie.com/movies/chori-chori-1956/panchhi-banun-udati.html	gori	1
Pyar Ka Mausam (1969)	1969	https://www.lyricsbogie.com/movies/pyar-ka-mausam-1969/na-ja-o-mere-hamdam.html	gora	1
Jai Vikraanta (1995)	1995	https://www.lyricsbogie.com/movies/jai-vikraanta-1995/dekh-ke-mera.html	gore	1
Aawaz De Kahan Hai (1990)	1990	https://www.lyricsbogie.com/movies/aawaz-de-kahan-hai-1990/aayi-re-holi-aayi.html	gora	3
Aawaz De Kahan Hai (1990)	1990	https://www.lyricsbogie.com/movies/aawaz-de-kahan-hai-1990/aayi-re-holi-aayi.html	gori	2
Aatank (1996)	1996	https://www.lyricsbogie.com/movies/aatank-1996/main-door-chali-jaungi.html	gora	1
Fukrey (2013)	2013	https://www.lyricsbogie.com/movies/fukrey-2013/ambarsariya.html	gori	4
1857 (1946)	1946	https://www.lyricsbogie.com/movies/1857-1946/jhamak-jhamak-liye-teg-tamak.html	gore	4
Talash (1969)	1969	https://www.lyricsbogie.com/movies/talash-1969/khoi-khoi-aankh-hai.html	gori	1
Wajood (1998)	1998	https://www.lyricsbogie.com/movies/wajood-1998/ki-toot-gayi.html	gori	1
Shabhash Daddy (1979)	1979	https://www.lyricsbogie.com/movies/shabhash-daddy-1979/o-meri-jane-jaan.html	gori	2
Door Nahin Manzil (1973)	1973	https://www.lyricsbogie.com/movies/door-nahin-manzil-1973/aise-lagi-jaise.html	gora	2
Baghi (1964)	1964	https://www.lyricsbogie.com/movies/baghi-1964/aap-maujud-yaha.html	gore	2
Singhasan (1986)	1986	https://www.lyricsbogie.com/movies/singhasan-1986/waah-waah-kya-rang-hain.html	gora	1
Ganwaar (1970)	1970	https://www.lyricsbogie.com/movies/ganwaar-1970/tera-chikana-rup-hai-aisa.html	gori	1
Firdaus (1953)	1953	https://www.lyricsbogie.com/movies/firdaus-1953/phool-chun-le-balam-ki-jane.html	gori	1
Raj Hath (1956)	1956	https://www.lyricsbogie.com/movies/raj-hath-1956/pyare-babul-se-bichhad-ke.html	gori	7
Ustad (1957)	1957	https://www.lyricsbogie.com/movies/ustad-1957/kya-dil-mein-chhipa.html	gori	1
Qayamat Hi Qayamat (2012)	2012	https://www.lyricsbogie.com/movies/qayamat-hi-qayamat-2012/teri-ye-daphli.html	goriya	2
Ghatothkach (2008)	2008	https://www.lyricsbogie.com/movies/ghatothkach-2008/maya-bazaar.html	gori	2
Ek Jhalak (1957)	1957	https://www.lyricsbogie.com/movies/ek-jhalak-1957/gori-chori-chori-2.html	gori	2
Darar (1972)	1972	https://www.lyricsbogie.com/movies/darar-1972/bhej-hi-dena-tha-babul.html	gori	2
Naunihal (1967)	1967	https://www.lyricsbogie.com/movies/naunihal-1967/roop-ke-pujaariyo.html	gore	6
God Tussi Great Ho (2008)	2008	https://www.lyricsbogie.com/movies/god-tussi-great-ho-2008/lal-chunariya.html	gori	1
Dance Party (1995)	1995	https://www.lyricsbogie.com/movies/dance-party-1995/cycle-ki-sawaari-hai.html	goriya	1
Prem Aggan (1998)	1998	https://www.lyricsbogie.com/movies/prem-aggan-1998/dekh-ke-tujhko.html	gora	3
Rupaye Dus Karod (1991)	1991	https://www.lyricsbogie.com/movies/rupaye-dus-karod-1991/jhatka-o-haye-jhatka.html	gora	2
Dekha Jayega (1960)	1960	https://www.lyricsbogie.com/movies/dekha-jayega-1960/jhoome-aasman.html	gora	1
Jaan Se Pyaara (1992)	1992	https://www.lyricsbogie.com/movies/jaan-se-pyaara-1992/chanchal-chandni.html	gori	2
Meri Biwi Ka Jawab Nahin (2004)	2004	https://www.lyricsbogie.com/movies/meri-biwi-ka-jawab-nahin-2004/hum-sang-kitna.html	gori	1
Samrat Chandragupt (1958)	1958	https://www.lyricsbogie.com/movies/samrat-chandragupt-1958/ja-tose-nahi-bolu.html	gori	8
Sazaa (1972)	1972	https://www.lyricsbogie.com/movies/sazaa-1972/naam-hai-mera-banto-jatti.html	goriye	4
Sazaa (1972)	1972	https://www.lyricsbogie.com/movies/sazaa-1972/naam-hai-mera-banto-jatti.html	gori	5
Sazaa (1972)	1972	https://www.lyricsbogie.com/movies/sazaa-1972/naam-hai-mera-banto-jatti.html	goriya	1
Parampara (1993)	1993	https://www.lyricsbogie.com/movies/parampara-1993/hum-banjare-dil-nahi-dete.html	gori	1
Bandish (1980)	1980	https://www.lyricsbogie.com/movies/bandish-1980/are-bhago-are.html	gori	2
Patanga (1949)	1949	https://www.lyricsbogie.com/movies/patanga-1949/gore-gore-mukhde.html	gore	34
Do Gunde (1959)	1959	https://www.lyricsbogie.com/movies/do-gunde-1959/aise-machal-ke-nain-badal-ke.html	gori	2
Suhaagan (1986)	1986	https://www.lyricsbogie.com/movies/suhaagan-1986/chhama-chham-chhai-chhai.html	gore	1
Brahma Vishnu Mahesh (1971)	1971	https://www.lyricsbogie.com/movies/brahma-vishnu-mahesh-1971/jhanan-jhanan-jhanke-payal.html	gori	1
Bhairavi (1996)	1996	https://www.lyricsbogie.com/movies/bhairavi-1996/o-balam-kesariya.html	gori	3
Dharamyudh (1988)	1988	https://www.lyricsbogie.com/movies/dharamyudh-1988/sawan-ka-mahina-2.html	gore	2
Inspector (1956)	1956	https://www.lyricsbogie.com/movies/inspector-1956/maine-naino-ki-tej-kataar-babuji.html	gori	2
Shravan Kumar (1956)	1956	https://www.lyricsbogie.com/movies/shravan-kumar-1956/rang-rangeelo-phagun-aayo.html	gora	2
Shravan Kumar (1956)	1956	https://www.lyricsbogie.com/movies/shravan-kumar-1956/rang-rangeelo-phagun-aayo.html	gori	15
Elephant Queen (1961)	1961	https://www.lyricsbogie.com/movies/elephant-queen-1961/tera-gora-gora-mukhda-salona.html	gora	10
Dekha Pyar Tumhara (1963)	1963	https://www.lyricsbogie.com/movies/dekha-pyaar-tumhara-1963/taaron-ki-gori-chand-ki-gudiya.html	gori	5
Saathi (1968)	1968	https://www.lyricsbogie.com/movies/saathi-1968/main-toh-pyar-se-tere-piya.html	gore	4
Qayamat Hi Qayamat (2012)	2012	https://www.lyricsbogie.com/movies/qayamat-hi-qayamat-2012/janam-janam-2.html	gori	1
Chor Ke Ghar Chor (1978)	1978	https://www.lyricsbogie.com/movies/chor-ke-ghar-chor-1978/nathaniya-kaga-lekar-bhaga.html	gori	2
Kabhi Dhoop Kabhi Chhaon (1971)	1971	https://www.lyricsbogie.com/movies/kabhi-dhoop-kabhi-chhaon-1971/badli-mein-chand-hai.html	gori	2
Naujawan (1951)	1951	https://www.lyricsbogie.com/movies/naujawan-1951/jawani-ka-samaa-hai-suhana.html	gori	1
Kismat (1968)	1968	https://www.lyricsbogie.com/movies/kismat-1968/kajra-mohabbat-wala.html	gori	3
Samrat (1954)	1954	https://www.lyricsbogie.com/movies/samrat-1954/gora-bhi-achcha-kala-bhi-achcha.html	gora	15
Samrat (1954)	1954	https://www.lyricsbogie.com/movies/samrat-1954/gora-bhi-achcha-kala-bhi-achcha.html	gore	2
Indrajeet (1991)	1991	https://www.lyricsbogie.com/movies/indrajeet-1991/reshmi-zulfe-nashili-aankhe.html	gore	6
Ajab Gazabb Love (2012)	2012	https://www.lyricsbogie.com/movies/ajab-gazabb-love-2012/boom-boom.html	gora	2
Bol Radha Bol (1992)	1992	https://www.lyricsbogie.com/movies/bol-radha-bol-1992/main-hoon-gaon-ki-gori.html	gori	7
