Movie	Released on	URL	Word	Count
Jhoom Utha Akash (1974)	1974	https://www.lyricsbogie.com/movies/jhoom-utha-akash-1974/sawan-aayo-re.html	gori	1
Shradhanjali (1981)	1981	https://www.lyricsbogie.com/movies/shradhanjali-1981/saiyan-doli-leke-aaye.html	gori	2
Shradhanjali (1981)	1981	https://www.lyricsbogie.com/movies/shradhanjali-1981/saiyan-doli-leke-aaye.html	gore	4
Anjaam (1968)	1968	https://www.lyricsbogie.com/movies/anjaam-1968/qayaamat-aayegi-ek-roz.html	gori	1
Dil Jo Bhi Kahey... (2005)	2005	https://www.lyricsbogie.com/movies/dil-jo-bhi-kahey-2005/cest-la-vie.html	goriya	3
Do Dil (1965)	1965	https://www.lyricsbogie.com/movies/do-dil-1965/holi-re-holi-bam-babam-bam.html	gora	4
Aap Ki Sewa Mein (1946)	1946	https://www.lyricsbogie.com/movies/aap-ki-sewa-mein-1946/pa-lagu-kar-jori-re.html	gori	4
Tulsi Vivah (1971)	1971	https://www.lyricsbogie.com/movies/tulsi-vivah-1971/tulsi-kunwari-banjayegi.html	gori	1
Kya Love Story Hai (2007)	2007	https://www.lyricsbogie.com/movies/kya-love-story-hai-2007/its-rocking.html	goriye	2
Sakshi Gopal (1957)	1957	https://www.lyricsbogie.com/movies/sakshi-gopal-1957/ho-jamuna-kinare.html	gori	2
Actress (1948)	1948	https://www.lyricsbogie.com/movies/actress-1948/mere-dil-ki-kothariya-pe.html	gori	5
Kala Pani (1996)	1996	https://www.lyricsbogie.com/movies/kala-pani-1996/zindagi-mein-tum-mile.html	gore	2
Agnivarsha: The Fire And The Rain (2002)	2002	https://www.lyricsbogie.com/movies/agnivarsha-the-fire-and-the-rain-2002/chal-re-sajan.html	gori	2
Yaadon Ki Baaraat (1973)	1973	https://www.lyricsbogie.com/movies/yaadon-ki-baaraat-1973/ap-ke-kamre-mein-koi.html	gore	1
Prem Nagar (1974)	1974	https://www.lyricsbogie.com/movies/prem-nagar-1974/yeh-thandi-hawayen.html	gori	10
Akhiyon Se Goli Maare (2002)	2002	https://www.lyricsbogie.com/movies/akhiyon-se-goli-maare-2002/gore-tan-se-sarakta-jaye.html	goriye	3
Akhiyon Se Goli Maare (2002)	2002	https://www.lyricsbogie.com/movies/akhiyon-se-goli-maare-2002/gore-tan-se-sarakta-jaye.html	gore	3
Jhumroo (1961)	1961	https://www.lyricsbogie.com/movies/jhumroo-1961/aaja-tu-aaja-2.html	gori	2
The Don (1995)	1995	https://www.lyricsbogie.com/movies/the-don-1995/pum-pum-pum.html	gori	2
Singh Is Bling (2015)	2015	https://www.lyricsbogie.com/movies/singh-is-bling-2015/dil-kare-chu-che.html	gori	1
Saaz Aur Sanam (1971)	1971	https://www.lyricsbogie.com/movies/saaz-aur-sanam-1971/kuch-fasaana.html	gora	1
Kathputli (1971)	1971	https://www.lyricsbogie.com/movies/kathputli-1971/likha-hai-likha-hai.html	gori	2
Geraftaar (1985)	1985	https://www.lyricsbogie.com/movies/geraftaar-1985/dhoop-mein-nikalaa-na-karo.html	gora	5
Nadiya Ke Paar (1948)	1948	https://www.lyricsbogie.com/movies/nadiya-ke-paar-1948/kathawa-ke-nayya.html	gori	4
Sahara (1958)	1958	https://www.lyricsbogie.com/movies/sahara-1958/chham-chham-chham-chale.html	gore	2
Aadmi (1993)	1993	https://www.lyricsbogie.com/movies/aadmi-1993/dingora-dingora-hu-llu-lu.html	gora	54
Aadmi (1993)	1993	https://www.lyricsbogie.com/movies/aadmi-1993/dingora-dingora-hu-llu-lu.html	gori	6
Sanyasi Mera Naam (1999)	1990	https://www.lyricsbogie.com/movies/sanyasi-mera-naam-1999/arrey-arrey.html	gore	2
Kaante (2002)	2002	https://www.lyricsbogie.com/movies/kaante-2002/baby-baby.html	gore	6
Do Chor (1972)	1972	https://www.lyricsbogie.com/movies/do-chor-1972/kali-palak-teri.html	gori	5
Aag Aur Shola (1986)	1986	https://www.lyricsbogie.com/movies/aag-aur-shola-1986/nakhrewali-maare-naksa.html	gori	4
Mitti Mein Sona (1960)	1960	https://www.lyricsbogie.com/movies/mitti-mein-sona-1960/ek-ek-aankh-teri.html	gore	4
Haqdaar (1964)	1964	https://www.lyricsbogie.com/movies/haqdaar-1964/sanan-sanan-chale.html	gori	2
Jalan (1978)	1978	https://www.lyricsbogie.com/movies/jalan-1978/goron-pe-na-mar.html	gore	9
Shadi Ki Raat (1950)	1950	https://www.lyricsbogie.com/movies/shadi-ki-raat-1950/kaho-bhabhi-meri.html	goriya	2
Miss Bombay (1957)	1957	https://www.lyricsbogie.com/movies/miss-bombay-1957/duniya-yeh-kehti-hai.html	gori	2
Malamaal Weekly (2006)	2006	https://www.lyricsbogie.com/movies/malamaal-weekly-2006/hansani-o-meri-hansani.html	gori	2
Padmini (1948)	1948	https://www.lyricsbogie.com/movies/padmini-1948/saperaa-bin-bajaayo-re.html	gori	2
Jis Desh Men Ganga Behti Hai (1960)	1960	https://www.lyricsbogie.com/movies/jis-desh-men-ganga-behti-hai-1960/ho-maine-pyar-kiya.html	gore	2
Zakhmee (1975)	1975	https://www.lyricsbogie.com/movies/zakhmee-1975/jalta-hai-jiya-mera.html	gori	7
Joshilaay (1989)	1989	https://www.lyricsbogie.com/movies/joshilaay-1989/o-dhola-dhol-manjira-baaje.html	gori	2
Pocket Maar (1974)	1974	https://www.lyricsbogie.com/movies/pocket-maar-1974/pyaas-bujhaa-le.html	goraa	2
Ek Pal (1986)	1986	https://www.lyricsbogie.com/movies/ek-pal-1986/zara-dheere-zara-dheeme.html	gori	8
Superman (1960)	1960	https://www.lyricsbogie.com/movies/superman-1960/dil-ki-halat-jaan-gaye-hum.html	gori	2
Daman: A Victim Of Marital Violence (2001)	2001	https://www.lyricsbogie.com/movies/daman-a-victim-of-marital-violence-2001/sar-sar-hawa.html	gori	2
Lahu Ke Do Rang (1979)	1979	https://www.lyricsbogie.com/movies/lahu-ke-do-rang-1979/muskurata-hua.html	gore	4
Phool Aur Patthar (1966)	1966	https://www.lyricsbogie.com/movies/phool-aur-patthar-1966/layi-hai-hazaron-rang.html	gora	2
Phool Aur Patthar (1966)	1966	https://www.lyricsbogie.com/movies/phool-aur-patthar-1966/layi-hai-hazaron-rang.html	gori	2
Hum Aapke Hain Koun...! (1994)	1994	https://www.lyricsbogie.com/movies/hum-aapke-hain-koun-1994/mausam-ka-jaadu.html	gori	1
Hum Aapke Hain Koun...! (1994)	1994	https://www.lyricsbogie.com/movies/hum-aapke-hain-koun-1994/mausam-ka-jaadu.html	goriya	1
Hum Aapke Hain Koun...! (1994)	1994	https://www.lyricsbogie.com/movies/hum-aapke-hain-koun-1994/mausam-ka-jaadu.html	gorihey	1
Mehboob Mere Mehboob (1992)	1992	https://www.lyricsbogie.com/movies/mehboob-mere-mehboob-1992/mera-naam-hain-ranjha.html	gori	1
Gurudev (1993)	1993	https://www.lyricsbogie.com/movies/gurudev-1993/aana-re-aana-re.html	gori	2
Bandini (1963)	1963	https://www.lyricsbogie.com/movies/bandini-1963/mora-gora-ang-lai-le.html	gora	5
Raj Mukut (1950)	1950	https://www.lyricsbogie.com/movies/raj-mukut-1950/apni-nagariya-chhod-ke.html	gori	2
Har Har Mahadev (1974)	1974	https://www.lyricsbogie.com/movies/har-har-mahadev-1974/o-damru-wale-baba.html	gori	2
Ram Hanuman Yuddha (1957)	1957	https://www.lyricsbogie.com/movies/ram-hanuman-yuddha-1957/binti-karat-mori-payal.html	gori	1
Dharam Sankat (1991)	1991	https://www.lyricsbogie.com/movies/dharam-sankat-1991/nathaniya-main-na-pehnu.html	gori	1
Khudgarz (1987)	1987	https://www.lyricsbogie.com/movies/khudgarz-1987/yahin-kahin-jiyara-hamar.html	gori	1
Khudgarz (1987)	1987	https://www.lyricsbogie.com/movies/khudgarz-1987/yahin-kahin-jiyara-hamar.html	gore	2
Khudgarz (1987)	1987	https://www.lyricsbogie.com/movies/khudgarz-1987/yahin-kahin-jiyara-hamar.html	goriya	6
Begaana (1986)	1986	https://www.lyricsbogie.com/movies/begaana-1986/o-dil-jaani.html	gori	1
The Hero - Abhimanyu (2009)	2009	https://www.lyricsbogie.com/movies/the-hero-abhimanyu-2009/aa-saajan-aankhon-mein.html	gori	2
The Hero - Abhimanyu (2009)	2009	https://www.lyricsbogie.com/movies/the-hero-abhimanyu-2009/aa-saajan-aankhon-mein.html	gore	1
Milan (1967)	1967	https://www.lyricsbogie.com/movies/milan-1967/mubarak-ho-sab-ko-sama-ye-suhana.html	gori	2
Maar Dhaad (1988)	1988	https://www.lyricsbogie.com/movies/maar-dhaad-1988/sunle-hasina.html	gore	1
Aflatoon (1997)	1997	https://www.lyricsbogie.com/movies/aflatoon-1997/gori-chori-chori.html	gori	4
Buddha Mil Gaya (1971)	1971	https://www.lyricsbogie.com/movies/buddha-mil-gaya-1971/bhali-bhali-ek-surat.html	gori	1
Mehfil (1978)	1978	https://www.lyricsbogie.com/movies/mehfil-1978/idhar-aao-pyaare-kahin.html	gori	1
Achhut Kanya (1936)	1936	https://www.lyricsbogie.com/movies/achhut-kanya-1936/chhoodi-main-laaya.html	gorey	8
Chandramukhi (1960)	1960	https://www.lyricsbogie.com/movies/chandramukhi-1960/nadi-kinare-koi-pukare.html	gora	1
Chandramukhi (1960)	1960	https://www.lyricsbogie.com/movies/chandramukhi-1960/nadi-kinare-koi-pukare.html	gori	4
Dhuaan (1981)	1981	https://www.lyricsbogie.com/movies/dhuaan-1981/tum-mile-3.html	gore	2
Kali Basti (1985)	1985	https://www.lyricsbogie.com/movies/kali-basti-1985/kis-viad-ko-na.html	gori	2
Naiyya (1979)	1979	https://www.lyricsbogie.com/movies/naiyya-1979/ho-goriyaa-re.html	goriyaa	10
Naiyya (1979)	1979	https://www.lyricsbogie.com/movies/naiyya-1979/ho-goriyaa-re.html	gori	1
Bharat Ke Shaheed (1972)	1972	https://www.lyricsbogie.com/movies/bharat-ke-shaheed-1972/kishan-singh-gadgaz.html	gore	1
Baazigar (1993)	1993	https://www.lyricsbogie.com/movies/baazigar-1993/ye-kaali-kaali-aankhein.html	gori	2
Baazigar (1993)	1993	https://www.lyricsbogie.com/movies/baazigar-1993/ye-kaali-kaali-aankhein.html	gore	4
Darogaji (1949)	1949	https://www.lyricsbogie.com/movies/darogaji-1949/apne-saajan-ke-man-mein.html	gori	2
Abhimaan (1957)	1957	https://www.lyricsbogie.com/movies/abhimaan-1957/chali-jawaani-thokar-khane.html	gori	2
Ji Chahta Hai (1964)	1964	https://www.lyricsbogie.com/movies/ji-chahta-hai-1964/rang-rangila-mausam-leke.html	gori	2
Bees Saal Pehle (1972)	1972	https://www.lyricsbogie.com/movies/bees-saal-pehle-1972/hai-zamana-mere-dil-pyaar-ka.html	gore	4
Thokar (1974)	1974	https://www.lyricsbogie.com/movies/thokar-1974/o-meri-sun-le-deendayal.html	gori	1
Albela (2001)	2001	https://www.lyricsbogie.com/movies/albela-2001/kaho-to-zara.html	gori	1
Saazish (1975)	1975	https://www.lyricsbogie.com/movies/saazish-1975/tujhe-humne-chaha.html	gori	1
Pyase Nain (1954)	1954	https://www.lyricsbogie.com/movies/pyase-nain-1954/pyase-naino-ki-pyas.html	gora	2
Payal Ki Jhankaar (1980)	1980	https://www.lyricsbogie.com/movies/payal-ki-jhankaar-1980/sari-dal-dai-mope-rang.html	gori	2
Prem Kahani (1975)	1975	https://www.lyricsbogie.com/movies/prem-kahani-1975/prem-hai-kya-ek-aansoon.html	gori	4
Jigar (1992)	1992	https://www.lyricsbogie.com/movies/jigar-1992/aaye-hum-barati.html	gori	1
Barkha (1959)	1959	https://www.lyricsbogie.com/movies/barkha-1959/woh-door-jo-nadiya-behti-hai.html	goraa	2
Mera Qasoor Kya Hai (1964)	1964	https://www.lyricsbogie.com/movies/mera-qasoor-kya-hai-1964/zamana-shrabi-ban-jaayga.html	goriye	8
Shama (1946)	1946	https://www.lyricsbogie.com/movies/shama-1946/gori-chali-piya-ke.html	gori	13
Reshma Aur Sultan (2002)	2002	https://www.lyricsbogie.com/movies/reshma-aur-sultan-2002/meri-chunri-pe-sabki-nazar.html	gore	2
Des Pardes (1978)	1978	https://www.lyricsbogie.com/movies/des-pardes-1978/tu-pee-aur-jee.html	gore	1
Do Shikaari (1979)	1979	https://www.lyricsbogie.com/movies/do-shikaari-1979/aaja-gori-dil-mein-rakhle-tujhe.html	gori	16
Albeli (1974)	1974	https://www.lyricsbogie.com/movies/albeli-1974/bol-bol-tu-maina.html	gori	2
Pyaar Ki Jeet (1948)	1948	https://www.lyricsbogie.com/movies/pyaar-ki-jeet-1948/main-apne-dil-ke-haathon-badnaam.html	gore	2
No Entry (2005)	2005	https://www.lyricsbogie.com/movies/no-entry-2005/just-love-me.html	goriyaan	1
Johnny-Walker (1957)	1957	https://www.lyricsbogie.com/movies/johnny-walker-1957/pyar-ka-shikar-hoke.html	gore	4
Andhera (1994)	1994	https://www.lyricsbogie.com/movies/andhera-1994/lelo-meri-aankhon-ke.html	gora	1
Anand Ashram (1977)	1977	https://www.lyricsbogie.com/movies/anand-ashram-1977/tum-itni-sundar-ho.html	gore	2
Do Aankhen (1974)	1974	https://www.lyricsbogie.com/movies/do-aankhen-1974/kamal-ke-phool-jaisa-badan.html	gore	4
Taaqat (1982)	1982	https://www.lyricsbogie.com/movies/taaqat-1982/ikkad-dukkad-bamba-bo.html	gora	1
Veer Durgadas (1960)	1960	https://www.lyricsbogie.com/movies/veer-durgadas-1960/thane-kajaliyo-banaalyu.html	gori	6
Aabroo (1943)	1943	https://www.lyricsbogie.com/movies/aabroo-1943/gori-baanke-nayan-se.html	gori	8
Romance (1983)	1983	https://www.lyricsbogie.com/movies/romance-1983/love-love-love-3.html	gora	2
Mamta (1966)	1966	https://www.lyricsbogie.com/movies/mamta-1966/chaahe-to-mora-jiyaa-lai-le.html	gori	1
Paisa (1957)	1957	https://www.lyricsbogie.com/movies/paisa-1957/deep-jalenge.html	gori	1
Bahadur (1953)	1953	https://www.lyricsbogie.com/movies/bahadur-1953/aa-aa-badarwa-aa.html	gori	2
Daulat Ke Dushman (1983)	1983	https://www.lyricsbogie.com/movies/daulat-ke-dushman-1983/samjha-main-kismat-khul-gaye.html	gora	4
Lagaam (1976)	1976	https://www.lyricsbogie.com/movies/lagaam-1976/aadhi-aadhi-raat-meri-2.html	gori	2
Hum Diwane (1965)	1965	https://www.lyricsbogie.com/movies/hum-diwane-1965/tumne-dekha-kya-bhala.html	gora	2
Shravan Kumar (1946)	1946	https://www.lyricsbogie.com/movies/shravan-kumar-1946/bachke-gori.html	gora	2
Shravan Kumar (1946)	1946	https://www.lyricsbogie.com/movies/shravan-kumar-1946/bachke-gori.html	gori	7
Shravan Kumar (1946)	1946	https://www.lyricsbogie.com/movies/shravan-kumar-1946/bachke-gori.html	goriji	4
Daddy Cool Munde Fool (2013)	2013	https://www.lyricsbogie.com/movies/daddy-cool-munde-fool-2013/sohniye-sohni-lagdi-tu.html	gore	2
Baharon Ke Sapne (1967)	1967	https://www.lyricsbogie.com/movies/baharon-ke-sapne-1967/aja-piya-tohey-pyar-dun.html	gori	8
Bombay (1995)	1995	https://www.lyricsbogie.com/movies/bombay-1995/kehna-hi-kya.html	gori	4
Reporter Raju (1962)	1962	https://www.lyricsbogie.com/movies/reporter-raju-1962/mujhe-dekh-na-kudiye-mud-ke.html	gori	3
Hill Station (1957)	1957	https://www.lyricsbogie.com/movies/hill-station-1957/gori-gori-patli-kalayi.html	gori	5
Zamana (1985)	1985	https://www.lyricsbogie.com/movies/zamana-1985/galayat-sakle-sonachi.html	gora	6
Actress (1948)	1948	https://www.lyricsbogie.com/movies/actress-1948/ho-gori-tera-baka.html	gori	16
Blue (2009)	2009	https://www.lyricsbogie.com/movies/blue-2009/chiggy-wiggy.html	gore	1
Ganga Ki Kasam (1999)	1999	https://www.lyricsbogie.com/movies/ganga-ki-kasam-1999/banna-re.html	gori	23
Singapore (1960)	1960	https://www.lyricsbogie.com/movies/singapore-1960/ye-shahar-badaa-alabelaa.html	gore	1
Param Dharam (1987)	1987	https://www.lyricsbogie.com/movies/param-dharam-1987/allah-jab-se-huyi.html	gora	2
Param Dharam (1987)	1987	https://www.lyricsbogie.com/movies/param-dharam-1987/allah-jab-se-huyi.html	gori	1
Tridev (1989)	1989	https://www.lyricsbogie.com/movies/tridev-1989/tirchi-topi-wale.html	gora	4
Zakhmee (1975)	1975	https://www.lyricsbogie.com/movies/zakhmee-1975/nothing-is-impossible.html	gora	1
Pyaar Bana Afsaana (1960)	1960	https://www.lyricsbogie.com/movies/pyaar-bana-afsaana-1960/gori-zulm-kare-zulf-ka.html	gori	9
Keemat: They Are Back (1998)	1998	https://www.lyricsbogie.com/movies/keemat-they-are-back-1998/yeh-raat-hai-rangili.html	gora	1
Mother India (1957)	1957	https://www.lyricsbogie.com/movies/mother-india-1957/duhkh-bhare-din-bite-re-bhaiya.html	gori	2
Married 2 America (2012)	2012	https://www.lyricsbogie.com/movies/married-2-america-2012/o-pardesi.html	gori	2
Le Gaya Saddam (2012)	2012	https://www.lyricsbogie.com/movies/le-gaya-saddam-2012/bill-gates-ki-poti.html	gori	3
Dushman Duniya Ka (1996)	1996	https://www.lyricsbogie.com/movies/dushman-duniya-ka-1996/mere-samne.html	gora	2
Teenmoti (1995)	1995	https://www.lyricsbogie.com/movies/teenmoti-1995/raat-teen-baje.html	gori	1
Don (2006)	2006	https://www.lyricsbogie.com/movies/don-2006/khaike-paan-banaraswala.html	gori	4
Phagun (1958)	1958	https://www.lyricsbogie.com/movies/phagun-1958/meri-chhod-de-kalaayi.html	gori	1
Monto (1975)	1975	https://www.lyricsbogie.com/movies/monto-1975/mai-to-aayi-hu-zhumri-taliya-se.html	gori	1
Girls School (1949)	1949	https://www.lyricsbogie.com/movies/girls-school-1949/o-sheher-ke-baanke-babu.html	gori	3
Naiyya (1979)	1979	https://www.lyricsbogie.com/movies/naiyya-1979/tera-kuch-khoya-ho-to.html	gori	2
Chaalbaaz (1958)	1958	https://www.lyricsbogie.com/movies/chaalbaaz-1958/ho-chat-mangni-toh-pat-shaadi.html	gori	2
Imaan (1974)	1974	https://www.lyricsbogie.com/movies/imaan-1974/kaise-mitti-ke-maadhav-se.html	gora	1
Tigress (1948)	1948	https://www.lyricsbogie.com/movies/tigress-1948/prem-ke-tange-pe.html	gori	1
Aashique Mastane (1995)	1995	https://www.lyricsbogie.com/movies/aashique-mastane-1995/gori-gori-chhori.html	gori	16
Kidnap (2008)	2008	https://www.lyricsbogie.com/movies/kidnap-2008/haan-ji.html	gori	2
Dil Ki Baazi (1993)	1993	https://www.lyricsbogie.com/movies/dil-ki-baazi-1993/aagre-se-aayi-ho.html	gori	2
Eight Days (1946)	1946	https://www.lyricsbogie.com/movies/eight-days-1946/babu-re-dil-ko-bachana.html	gore	3
Desh Ke Dushman (1989)	1989	https://www.lyricsbogie.com/movies/desh-ke-dushman-1989/main-hoon-nagina.html	gori	1
Yudhpath (1992)	1992	https://www.lyricsbogie.com/movies/yudhpath-1992/iss-pe-joban-ki.html	gore	4
Angaara (1996)	1996	https://www.lyricsbogie.com/movies/angaara-1996/dheere-dheere-bolna.html	gori	1
Loafer (1996)	1996	https://www.lyricsbogie.com/movies/loafer-1996/meri-tirchi-nazar-mein.html	gore	2
Smuggler (1996)	1996	https://www.lyricsbogie.com/movies/smuggler-1996/bin-barsat-ke.html	goriye	1
Surya (2003)	2004	https://www.lyricsbogie.com/movies/surya-2003/gori-panjania.html	gori	5
Jhumroo (1961)	1961	https://www.lyricsbogie.com/movies/jhumroo-1961/ge-ge-geli-zara-timbaktu.html	gori	3
Swami (1977)	1977	https://www.lyricsbogie.com/movies/swami-1977/pal-bhar-mein-ye-kya-ho-gaya.html	gori	1
Bus Conductor (1959)	1959	https://www.lyricsbogie.com/movies/bus-conductor-1959/paas-humare-aayiye.html	goriye	3
Bus Conductor (1959)	1959	https://www.lyricsbogie.com/movies/bus-conductor-1959/paas-humare-aayiye.html	gora	2
Gumnaam (1965)	1965	https://www.lyricsbogie.com/movies/gumnaam-1965/hum-kaale-hain-toh-kya-hua.html	gore	2
Meena Bazaar (1950)	1950	https://www.lyricsbogie.com/movies/meena-bazaar-1950/gori-baahon-mein.html	gori	2
Rakhi (1949)	1949	https://www.lyricsbogie.com/movies/rakhi-1949/babul-ka-ghar-chhod-ke.html	gori	6
Roshni (1949)	1949	https://www.lyricsbogie.com/movies/roshni-1949/kaliyo-mein-jawani.html	gori	1
Nawab Sirazuddaula (1967)	1967	https://www.lyricsbogie.com/movies/nawab-sirazuddaula-1967/aaj-miley-man-ke-meet.html	gora	2
Pushpanjali (1970)	1970	https://www.lyricsbogie.com/movies/pushpanjali-1970/sham-dhale-jamuna-kinare.html	gori	2
Love In Bombay (2013)	2013	https://www.lyricsbogie.com/movies/love-in-bombay-2013/buddha-huwa-hai-deewana.html	gori	4
Gunah Aur Kanoon (1970)	1970	https://www.lyricsbogie.com/movies/gunah-aur-kanoon-1970/ab-to-jane-do.html	gori	2
Jawalaa Dahej Ki (1982)	1982	https://www.lyricsbogie.com/movies/jawalaa-dahej-ki-1982/mai-hun-kali-nadaan.html	goriya	2
Loha (1987)	1987	https://www.lyricsbogie.com/movies/loha-1987/patli-kamar-lambe-baal.html	gore	5
Chupke Chupke (1975)	1975	https://www.lyricsbogie.com/movies/chupke-chupke-1975/bago-kaise-yeh-phul.html	gori	1
Dilruba (1950)	1950	https://www.lyricsbogie.com/movies/dilruba-1950/hato-hato-ji-aati-hain.html	gori	2
Aakhri Kasam (1979)	1979	https://www.lyricsbogie.com/movies/aakhri-kasam-1979/humse-chhupa-na-jee-ka-haal.html	gori	2
Dil Bole Hadippa! (2009)	2009	https://www.lyricsbogie.com/movies/dil-bole-hadippa-2009/hadippa.html	gore	2
Hum Sab Chor Hain (1995)	1995	https://www.lyricsbogie.com/movies/hum-sab-chor-hain-1995/tota-se-lag-gaye.html	gori	2
Souten (1983)	1983	https://www.lyricsbogie.com/movies/souten-1983/sasu-tirath-sasura-tirath.html	gorii	1
Dalaal (1993)	1993	https://www.lyricsbogie.com/movies/dalaal-1993/gutur-gutur.html	goriyaa	2
Naya Paisa (1958)	1958	https://www.lyricsbogie.com/movies/naya-paisa-1958/mera-dil-tujhpe-kurbaan-hai.html	goriye	2
Main Tulsi Tere Aangan Ki (1978)	1978	https://www.lyricsbogie.com/movies/main-tulsi-tere-aangan-ki-1978/yeh-khidki-jo-band-rahti-hai.html	gori	1
Aankhen (1950)	1950	https://www.lyricsbogie.com/movies/aankhen-1950/humse-na-dil-ko-lagaana.html	gorey	2
Aankhen (1950)	1950	https://www.lyricsbogie.com/movies/aankhen-1950/humse-na-dil-ko-lagaana.html	gora	1
Phoolon Ki Sej (1964)	1964	https://www.lyricsbogie.com/movies/phoolon-ki-sej-1964/phoolon-ki-sej-title.html	gori	1
Jeevan Mukt (1977)	1977	https://www.lyricsbogie.com/movies/jeevan-mukt-1977/lehra-ke-dagar-chali.html	gori	1
Raagini (1958)	1958	https://www.lyricsbogie.com/movies/raagini-1958/piya-main-hoon-patang.html	gori	1
Veer (1995)	1995	https://www.lyricsbogie.com/movies/veer-1995/take-it-easy-2.html	gorey	1
Veer (1995)	1995	https://www.lyricsbogie.com/movies/veer-1995/take-it-easy-2.html	gori	1
Babu (1985)	1985	https://www.lyricsbogie.com/movies/babu-1985/aesi-rang-de-piya.html	gori	1
Dil Churaya Aapne (2001)	2001	https://www.lyricsbogie.com/movies/dil-churaya-aapne-2001/tere-badle.html	gore	2
Durga (1985)	1985	https://www.lyricsbogie.com/movies/durga-1985/kuch-kahne-wala-tha-main.html	gori	2
Insaan (1982)	1982	https://www.lyricsbogie.com/movies/insaan-1982/raja-mori-bali-umar.html	gora	3
Insaan (1982)	1982	https://www.lyricsbogie.com/movies/insaan-1982/raja-mori-bali-umar.html	gori	9
Phir Janam Lenge Hum (1977)	1977	https://www.lyricsbogie.com/movies/phir-janam-lenge-hum-1977/tune-to-sabki-mang-sawari.html	gori	13
Mann (1999)	1999	https://www.lyricsbogie.com/movies/mann-1999/kali-nagin-ke-jaisi.html	gore	2
Yeh Dil (2003)	2003	https://www.lyricsbogie.com/movies/yeh-dil-2003/dhak-dhak.html	goriya	3
Maa Beti (1986)	1986	https://www.lyricsbogie.com/movies/maa-beti-1986/bani-re-meri-bitiya.html	gore	2
Kunwara Baap (1974)	1974	https://www.lyricsbogie.com/movies/kunwara-baap-1974/main-hu-ghoda.html	gori	3
Tarazu (1997)	1997	https://www.lyricsbogie.com/movies/tarazu-1997/haseena-gori-gori.html	gori	12
C.I.D. (1956)	1956	https://www.lyricsbogie.com/movies/c-i-d-1956/bujh-mera-kya-naam.html	gore	4
Jyoti (1981)	1981	https://www.lyricsbogie.com/movies/jyoti-1981/thoda-resham-lagata-hai.html	gora	5
Meetha Zehar (1985)	1985	https://www.lyricsbogie.com/movies/meetha-zehar-1985/boond-boond-karke.html	gori	1
Kuch Kuch Hota Hai (1998)	1998	https://www.lyricsbogie.com/movies/kuch-kuch-hota-hai-1998/saajanji-ghar-aaye.html	gori	1
Bhala Aadmi (1958)	1958	https://www.lyricsbogie.com/movies/bhala-aadmi-1958/humse-karega-jo.html	gori	1
Dil Ne Phir Yaad Kiya (2001)	2001	https://www.lyricsbogie.com/movies/dil-ne-phir-yaad-kiya-2001/hosh-mein-nahin-hai.html	gore	2
Milan (1967)	1967	https://www.lyricsbogie.com/movies/milan-1967/bol-gori-bol-tera.html	gori	6
Hungama (1971)	1971	https://www.lyricsbogie.com/movies/hungama-1971/meri-jawani-teri-deewaani.html	gore	1
Ru Ba Ru (2008)	2008	https://www.lyricsbogie.com/movies/ru-ba-ru-2008/tere-bina-hori.html	gori	3
Naami Chor (1977)	1977	https://www.lyricsbogie.com/movies/naami-chor-1977/gori-tori-mathey-pe.html	gori	15
Pehchan (1970)	1970	https://www.lyricsbogie.com/movies/pehchan-1970/kar-le-dil-ki-baat.html	gori	1
Mera Lahoo (1987)	1987	https://www.lyricsbogie.com/movies/mera-lahoo-1987/main-hoon-ek-bansuri.html	gora	2
Mangala (1950)	1950	https://www.lyricsbogie.com/movies/mangala-1950/khet-mere-babul-ka.html	goriu	1
Mangala (1950)	1950	https://www.lyricsbogie.com/movies/mangala-1950/khet-mere-babul-ka.html	gori	2
Mangala (1950)	1950	https://www.lyricsbogie.com/movies/mangala-1950/khet-mere-babul-ka.html	goriya	2
Tel Malish Boot Polish (1961)	1961	https://www.lyricsbogie.com/movies/tel-malish-boot-polish-1961/goriye-balliye-kaha.html	goriye	5
Mera Naam Johar (1968)	1968	https://www.lyricsbogie.com/movies/mera-naam-johar-1968/saiyya-ji-ke-gaon-me.html	gori	1
Yeh Gulistan Hamara (1972)	1972	https://www.lyricsbogie.com/movies/yeh-gulistan-hamara-1972/gori-gori-gaon-ki.html	gori	18
Hare Raama Hare Krishna (1971)	1971	https://www.lyricsbogie.com/movies/hare-raama-hare-krishna-1971/ho-re-ghungharu-kaa-bole.html	gora	8
Hare Raama Hare Krishna (1971)	1971	https://www.lyricsbogie.com/movies/hare-raama-hare-krishna-1971/ho-re-ghungharu-kaa-bole.html	goriyaan	2
Anjaam (1994)	1994	https://www.lyricsbogie.com/movies/anjaam-1994/chane-ke-khet-mein.html	gori	4
Mere Sajana Saath Nibhana (1992)	1992	https://www.lyricsbogie.com/movies/mere-sajana-saath-nibhana-1992/kangana-kunware-kangana.html	gori	2
Daud: Fun On The Run (1997)	1997	https://www.lyricsbogie.com/movies/daud-fun-on-the-run-1997/oh-sai-yaiye.html	gore	2
Dada (1979)	1979	https://www.lyricsbogie.com/movies/dada-1979/gaddi-jandi-e-chhalanga-maardi.html	gori	4
